currency,value,rated_at
ARS,10.62,2015-10-08
BRL,4.29,2015-10-08
CLP,765.42,2015-10-08
COP,3254.06,2015-10-08
CRC,603.72,2015-10-08
DOP,51.11,2015-10-08
EUR,1.0,2015-10-08
MXN,18.61,2015-10-08
PEN,3.63,2015-10-08
PYG,6347.45,2015-10-08
USD,1.13,2015-10-08
UYU,32.92,2015-10-08
VEF,7.13,2015-10-08
ARS,10.69,2015-10-09
BRL,4.3,2015-10-09
CLP,770.51,2015-10-09
COP,3270.24,2015-10-09
CRC,607.5,2015-10-09
DOP,51.43,2015-10-09
EUR,1.0,2015-10-09
MXN,18.7,2015-10-09
PEN,3.65,2015-10-09
PYG,6388.77,2015-10-09
USD,1.14,2015-10-09
UYU,33.08,2015-10-09
VEF,7.18,2015-10-09
ARS,10.69,2015-10-10
BRL,4.28,2015-10-10
CLP,769.8,2015-10-10
COP,3261.19,2015-10-10
CRC,606.92,2015-10-10
DOP,51.45,2015-10-10
EUR,1.0,2015-10-10
MXN,18.67,2015-10-10
PEN,3.65,2015-10-10
PYG,6390.81,2015-10-10
USD,1.14,2015-10-10
UYU,33.08,2015-10-10
VEF,7.18,2015-10-10
ARS,10.71,2015-10-11
BRL,4.28,2015-10-11
CLP,770.05,2015-10-11
COP,3255.64,2015-10-11
CRC,607.52,2015-10-11
DOP,51.47,2015-10-11
EUR,1.0,2015-10-11
MXN,18.67,2015-10-11
PEN,3.65,2015-10-11
PYG,6406.06,2015-10-11
USD,1.14,2015-10-11
UYU,33.09,2015-10-11
VEF,7.18,2015-10-11
ARS,10.67,2015-10-12
BRL,4.27,2015-10-12
CLP,765.35,2015-10-12
COP,3251.55,2015-10-12
CRC,605.94,2015-10-12
DOP,51.35,2015-10-12
EUR,1.0,2015-10-12
MXN,18.7,2015-10-12
PEN,3.66,2015-10-12
PYG,6388.43,2015-10-12
USD,1.14,2015-10-12
UYU,33.07,2015-10-12
VEF,7.17,2015-10-12
ARS,10.77,2015-10-13
BRL,4.4,2015-10-13
CLP,776.91,2015-10-13
COP,3298.25,2015-10-13
CRC,607.79,2015-10-13
DOP,51.54,2015-10-13
EUR,1.0,2015-10-13
MXN,18.91,2015-10-13
PEN,3.68,2015-10-13
PYG,6407.46,2015-10-13
USD,1.14,2015-10-13
UYU,33.31,2015-10-13
VEF,7.19,2015-10-13
ARS,10.85,2015-10-14
BRL,4.37,2015-10-14
CLP,781.4,2015-10-14
COP,3341.66,2015-10-14
CRC,612.56,2015-10-14
DOP,51.96,2015-10-14
EUR,1.0,2015-10-14
MXN,18.91,2015-10-14
PEN,3.71,2015-10-14
PYG,6479.62,2015-10-14
USD,1.15,2015-10-14
UYU,33.55,2015-10-14
VEF,7.25,2015-10-14
ARS,10.78,2015-10-15
BRL,4.34,2015-10-15
CLP,768.43,2015-10-15
COP,3296.58,2015-10-15
CRC,606.52,2015-10-15
DOP,51.52,2015-10-15
EUR,1.0,2015-10-15
MXN,18.69,2015-10-15
PEN,3.68,2015-10-15
PYG,6432.18,2015-10-15
USD,1.14,2015-10-15
UYU,33.44,2015-10-15
VEF,7.19,2015-10-15
ARS,10.77,2015-10-16
BRL,4.43,2015-10-16
CLP,765.75,2015-10-16
COP,3281.91,2015-10-16
CRC,604.75,2015-10-16
DOP,50.39,2015-10-16
EUR,1.0,2015-10-16
MXN,18.64,2015-10-16
PEN,3.68,2015-10-16
PYG,6408.09,2015-10-16
USD,1.13,2015-10-16
UYU,33.31,2015-10-16
VEF,7.17,2015-10-16
ARS,10.78,2015-10-17
BRL,4.43,2015-10-17
CLP,765.56,2015-10-17
COP,3275.98,2015-10-17
CRC,605.5,2015-10-17
DOP,50.36,2015-10-17
EUR,1.0,2015-10-17
MXN,18.64,2015-10-17
PEN,3.68,2015-10-17
PYG,6430.2,2015-10-17
USD,1.13,2015-10-17
UYU,33.4,2015-10-17
VEF,7.17,2015-10-17
ARS,10.79,2015-10-18
BRL,4.46,2015-10-18
CLP,765.99,2015-10-18
COP,3274.66,2015-10-18
CRC,605.42,2015-10-18
DOP,50.42,2015-10-18
EUR,1.0,2015-10-18
MXN,18.64,2015-10-18
PEN,3.69,2015-10-18
PYG,6428.75,2015-10-18
USD,1.14,2015-10-18
UYU,33.39,2015-10-18
VEF,7.18,2015-10-18
ARS,10.76,2015-10-19
BRL,4.41,2015-10-19
CLP,769.41,2015-10-19
COP,3293.62,2015-10-19
CRC,604.59,2015-10-19
DOP,51.2,2015-10-19
EUR,1.0,2015-10-19
MXN,18.68,2015-10-19
PEN,3.67,2015-10-19
PYG,6422.19,2015-10-19
USD,1.13,2015-10-19
UYU,33.3,2015-10-19
VEF,7.16,2015-10-19
ARS,10.76,2015-10-20
BRL,4.43,2015-10-20
CLP,778.67,2015-10-20
COP,3316.95,2015-10-20
CRC,605.4,2015-10-20
DOP,51.43,2015-10-20
EUR,1.0,2015-10-20
MXN,18.76,2015-10-20
PEN,3.69,2015-10-20
PYG,6422.96,2015-10-20
USD,1.14,2015-10-20
UYU,33.36,2015-10-20
VEF,7.17,2015-10-20
ARS,10.78,2015-10-21
BRL,4.46,2015-10-21
CLP,784.46,2015-10-21
COP,3334.5,2015-10-21
CRC,605.11,2015-10-21
DOP,51.46,2015-10-21
EUR,1.0,2015-10-21
MXN,18.86,2015-10-21
PEN,3.69,2015-10-21
PYG,6418.27,2015-10-21
USD,1.13,2015-10-21
UYU,33.37,2015-10-21
VEF,7.17,2015-10-21
ARS,10.55,2015-10-22
BRL,4.34,2015-10-22
CLP,766.45,2015-10-22
COP,3238.48,2015-10-22
CRC,592.65,2015-10-22
DOP,50.33,2015-10-22
EUR,1.0,2015-10-22
MXN,18.34,2015-10-22
PEN,3.62,2015-10-22
PYG,6292.45,2015-10-22
USD,1.11,2015-10-22
UYU,32.7,2015-10-22
VEF,7.02,2015-10-22
ARS,10.48,2015-10-23
BRL,4.29,2015-10-23
CLP,757.72,2015-10-23
COP,3226.91,2015-10-23
CRC,588.01,2015-10-23
DOP,49.9,2015-10-23
EUR,1.0,2015-10-23
MXN,18.28,2015-10-23
PEN,3.6,2015-10-23
PYG,6244.62,2015-10-23
USD,1.1,2015-10-23
UYU,32.47,2015-10-23
VEF,6.96,2015-10-23
ARS,10.49,2015-10-24
BRL,4.28,2015-10-24
CLP,756.38,2015-10-24
COP,3250.81,2015-10-24
CRC,589.34,2015-10-24
DOP,49.9,2015-10-24
EUR,1.0,2015-10-24
MXN,18.26,2015-10-24
PEN,3.6,2015-10-24
PYG,6268.99,2015-10-24
USD,1.1,2015-10-24
UYU,32.6,2015-10-24
VEF,6.96,2015-10-24
ARS,10.48,2015-10-25
BRL,4.27,2015-10-25
CLP,756.39,2015-10-25
COP,3210.75,2015-10-25
CRC,589.19,2015-10-25
DOP,49.88,2015-10-25
EUR,1.0,2015-10-25
MXN,18.27,2015-10-25
PEN,3.6,2015-10-25
PYG,6250.43,2015-10-25
USD,1.1,2015-10-25
UYU,32.47,2015-10-25
VEF,6.96,2015-10-25
ARS,10.53,2015-10-26
BRL,4.31,2015-10-26
CLP,759.81,2015-10-26
COP,3233.72,2015-10-26
CRC,590.45,2015-10-26
DOP,50.07,2015-10-26
EUR,1.0,2015-10-26
MXN,18.29,2015-10-26
PEN,3.61,2015-10-26
PYG,6268.93,2015-10-26
USD,1.11,2015-10-26
UYU,32.58,2015-10-26
VEF,6.98,2015-10-26
ARS,10.51,2015-10-27
BRL,4.29,2015-10-27
CLP,759.42,2015-10-27
COP,3244.35,2015-10-27
CRC,589.46,2015-10-27
DOP,49.71,2015-10-27
EUR,1.0,2015-10-27
MXN,18.27,2015-10-27
PEN,3.62,2015-10-27
PYG,6261.77,2015-10-27
USD,1.1,2015-10-27
UYU,32.52,2015-10-27
VEF,6.98,2015-10-27
ARS,10.4,2015-10-28
BRL,4.27,2015-10-28
CLP,751.23,2015-10-28
COP,3196.67,2015-10-28
CRC,584.33,2015-10-28
DOP,49.39,2015-10-28
EUR,1.0,2015-10-28
MXN,18.16,2015-10-28
PEN,3.58,2015-10-28
PYG,6191.33,2015-10-28
USD,1.09,2015-10-28
UYU,32.15,2015-10-28
VEF,6.91,2015-10-28
ARS,10.46,2015-10-29
BRL,4.24,2015-10-29
CLP,756.72,2015-10-29
COP,3211.25,2015-10-29
CRC,587.82,2015-10-29
DOP,49.87,2015-10-29
EUR,1.0,2015-10-29
MXN,18.25,2015-10-29
PEN,3.61,2015-10-29
PYG,6227.58,2015-10-29
USD,1.1,2015-10-29
UYU,32.34,2015-10-29
VEF,6.95,2015-10-29
ARS,10.47,2015-10-30
BRL,4.25,2015-10-30
CLP,759.48,2015-10-30
COP,3209.61,2015-10-30
CRC,589.28,2015-10-30
DOP,50.03,2015-10-30
EUR,1.0,2015-10-30
MXN,18.19,2015-10-30
PEN,3.62,2015-10-30
PYG,6229.11,2015-10-30
USD,1.1,2015-10-30
UYU,32.41,2015-10-30
VEF,6.95,2015-10-30
ARS,10.47,2015-10-31
BRL,4.25,2015-10-31
CLP,759.51,2015-10-31
COP,3209.76,2015-10-31
CRC,589.31,2015-10-31
DOP,50.03,2015-10-31
EUR,1.0,2015-10-31
MXN,18.17,2015-10-31
PEN,3.62,2015-10-31
PYG,6229.39,2015-10-31
USD,1.1,2015-10-31
UYU,32.41,2015-10-31
VEF,6.95,2015-10-31
ARS,10.48,2015-11-01
BRL,4.25,2015-11-01
CLP,760.44,2015-11-01
COP,3191.42,2015-11-01
CRC,589.34,2015-11-01
DOP,50.1,2015-11-01
EUR,1.0,2015-11-01
MXN,18.18,2015-11-01
PEN,3.62,2015-11-01
PYG,6220.03,2015-11-01
USD,1.1,2015-11-01
UYU,32.41,2015-11-01
VEF,6.96,2015-11-01
ARS,10.5,2015-11-02
BRL,4.26,2015-11-02
CLP,761.73,2015-11-02
COP,3188.57,2015-11-02
CRC,587.67,2015-11-02
DOP,50.01,2015-11-02
EUR,1.0,2015-11-02
MXN,18.12,2015-11-02
PEN,3.61,2015-11-02
PYG,6192.94,2015-11-02
USD,1.1,2015-11-02
UYU,32.38,2015-11-02
VEF,6.96,2015-11-02
ARS,10.46,2015-11-03
BRL,4.15,2015-11-03
CLP,755.68,2015-11-03
COP,3107.94,2015-11-03
CRC,584.93,2015-11-03
DOP,49.76,2015-11-03
EUR,1.0,2015-11-03
MXN,18.0,2015-11-03
PEN,3.6,2015-11-03
PYG,6137.46,2015-11-03
USD,1.1,2015-11-03
UYU,32.2,2015-11-03
VEF,6.93,2015-11-03
ARS,10.37,2015-11-04
BRL,4.14,2015-11-04
CLP,751.7,2015-11-04
COP,3096.07,2015-11-04
CRC,579.86,2015-11-04
DOP,49.34,2015-11-04
EUR,1.0,2015-11-04
MXN,17.96,2015-11-04
PEN,3.57,2015-11-04
PYG,6085.72,2015-11-04
USD,1.09,2015-11-04
UYU,31.91,2015-11-04
VEF,6.87,2015-11-04
ARS,10.41,2015-11-05
BRL,4.12,2015-11-05
CLP,754.89,2015-11-05
COP,3111.91,2015-11-05
CRC,580.75,2015-11-05
DOP,49.43,2015-11-05
EUR,1.0,2015-11-05
MXN,18.03,2015-11-05
PEN,3.59,2015-11-05
PYG,6112.85,2015-11-05
USD,1.09,2015-11-05
UYU,31.98,2015-11-05
VEF,6.88,2015-11-05
ARS,10.17,2015-11-06
BRL,4.05,2015-11-06
CLP,748.81,2015-11-06
COP,3083.51,2015-11-06
CRC,573.58,2015-11-06
DOP,48.74,2015-11-06
EUR,1.0,2015-11-06
MXN,18.0,2015-11-06
PEN,3.55,2015-11-06
PYG,6023.78,2015-11-06
USD,1.07,2015-11-06
UYU,31.61,2015-11-06
VEF,6.79,2015-11-06
ARS,10.16,2015-11-07
BRL,4.05,2015-11-07
CLP,749.71,2015-11-07
COP,3107.17,2015-11-07
CRC,573.68,2015-11-07
DOP,48.65,2015-11-07
EUR,1.0,2015-11-07
MXN,18.03,2015-11-07
PEN,3.56,2015-11-07
PYG,5998.73,2015-11-07
USD,1.07,2015-11-07
UYU,31.6,2015-11-07
VEF,6.79,2015-11-07
ARS,10.16,2015-11-08
BRL,4.05,2015-11-08
CLP,749.37,2015-11-08
COP,3103.36,2015-11-08
CRC,573.46,2015-11-08
DOP,48.58,2015-11-08
EUR,1.0,2015-11-08
MXN,18.06,2015-11-08
PEN,3.56,2015-11-08
PYG,5994.97,2015-11-08
USD,1.07,2015-11-08
UYU,31.59,2015-11-08
VEF,6.78,2015-11-08
ARS,10.27,2015-11-09
BRL,4.08,2015-11-09
CLP,753.75,2015-11-09
COP,3127.26,2015-11-09
CRC,573.49,2015-11-09
DOP,48.79,2015-11-09
EUR,1.0,2015-11-09
MXN,18.04,2015-11-09
PEN,3.56,2015-11-09
PYG,6043.16,2015-11-09
USD,1.08,2015-11-09
UYU,31.66,2015-11-09
VEF,6.8,2015-11-09
ARS,10.27,2015-11-10
BRL,4.03,2015-11-10
CLP,750.55,2015-11-10
COP,3136.8,2015-11-10
CRC,572.74,2015-11-10
DOP,48.67,2015-11-10
EUR,1.0,2015-11-10
MXN,17.98,2015-11-10
PEN,3.56,2015-11-10
PYG,6041.84,2015-11-10
USD,1.07,2015-11-10
UYU,31.62,2015-11-10
VEF,6.78,2015-11-10
ARS,10.31,2015-11-11
BRL,4.06,2015-11-11
CLP,751.87,2015-11-11
COP,3150.51,2015-11-11
CRC,573.21,2015-11-11
DOP,48.64,2015-11-11
EUR,1.0,2015-11-11
MXN,17.99,2015-11-11
PEN,3.56,2015-11-11
PYG,6039.22,2015-11-11
USD,1.08,2015-11-11
UYU,31.67,2015-11-11
VEF,6.79,2015-11-11
ARS,10.37,2015-11-12
BRL,4.07,2015-11-12
CLP,758.06,2015-11-12
COP,3246.92,2015-11-12
CRC,575.23,2015-11-12
DOP,48.9,2015-11-12
EUR,1.0,2015-11-12
MXN,18.09,2015-11-12
PEN,3.58,2015-11-12
PYG,6085.31,2015-11-12
USD,1.08,2015-11-12
UYU,31.79,2015-11-12
VEF,6.83,2015-11-12
ARS,10.35,2015-11-13
BRL,4.13,2015-11-13
CLP,758.89,2015-11-13
COP,3268.89,2015-11-13
CRC,574.31,2015-11-13
DOP,48.85,2015-11-13
EUR,1.0,2015-11-13
MXN,17.98,2015-11-13
PEN,3.59,2015-11-13
PYG,6072.97,2015-11-13
USD,1.08,2015-11-13
UYU,31.75,2015-11-13
VEF,6.81,2015-11-13
ARS,10.36,2015-11-14
BRL,4.14,2015-11-14
CLP,759.7,2015-11-14
COP,3313.02,2015-11-14
CRC,575.14,2015-11-14
DOP,48.86,2015-11-14
EUR,1.0,2015-11-14
MXN,17.98,2015-11-14
PEN,3.59,2015-11-14
PYG,6077.43,2015-11-14
USD,1.08,2015-11-14
UYU,31.77,2015-11-14
VEF,6.8,2015-11-14
ARS,10.35,2015-11-15
BRL,4.14,2015-11-15
CLP,758.85,2015-11-15
COP,3305.81,2015-11-15
CRC,573.43,2015-11-15
DOP,48.82,2015-11-15
EUR,1.0,2015-11-15
MXN,17.94,2015-11-15
PEN,3.59,2015-11-15
PYG,6056.5,2015-11-15
USD,1.07,2015-11-15
UYU,31.71,2015-11-15
VEF,6.79,2015-11-15
ARS,10.29,2015-11-16
BRL,4.09,2015-11-16
CLP,759.96,2015-11-16
COP,3286.72,2015-11-16
CRC,570.88,2015-11-16
DOP,48.16,2015-11-16
EUR,1.0,2015-11-16
MXN,17.9,2015-11-16
PEN,3.56,2015-11-16
PYG,6025.45,2015-11-16
USD,1.07,2015-11-16
UYU,31.55,2015-11-16
VEF,6.75,2015-11-16
ARS,10.26,2015-11-17
BRL,4.06,2015-11-17
CLP,757.75,2015-11-17
COP,3276.54,2015-11-17
CRC,567.21,2015-11-17
DOP,48.24,2015-11-17
EUR,1.0,2015-11-17
MXN,17.81,2015-11-17
PEN,3.56,2015-11-17
PYG,6009.98,2015-11-17
USD,1.06,2015-11-17
UYU,31.43,2015-11-17
VEF,6.72,2015-11-17
ARS,10.27,2015-11-18
BRL,4.02,2015-11-18
CLP,761.31,2015-11-18
COP,3299.14,2015-11-18
CRC,567.0,2015-11-18
DOP,48.4,2015-11-18
EUR,1.0,2015-11-18
MXN,17.85,2015-11-18
PEN,3.57,2015-11-18
PYG,6014.27,2015-11-18
USD,1.07,2015-11-18
UYU,31.45,2015-11-18
VEF,6.74,2015-11-18
ARS,10.36,2015-11-19
BRL,4.03,2015-11-19
CLP,763.64,2015-11-19
COP,3312.73,2015-11-19
CRC,570.49,2015-11-19
DOP,48.6,2015-11-19
EUR,1.0,2015-11-19
MXN,17.87,2015-11-19
PEN,3.6,2015-11-19
PYG,6059.95,2015-11-19
USD,1.07,2015-11-19
UYU,31.71,2015-11-19
VEF,6.78,2015-11-19
ARS,10.28,2015-11-20
BRL,3.96,2015-11-20
CLP,757.22,2015-11-20
COP,3272.37,2015-11-20
CRC,565.85,2015-11-20
DOP,48.26,2015-11-20
EUR,1.0,2015-11-20
MXN,17.64,2015-11-20
PEN,3.57,2015-11-20
PYG,5996.91,2015-11-20
USD,1.06,2015-11-20
UYU,31.44,2015-11-20
VEF,6.73,2015-11-20
ARS,10.28,2015-11-21
BRL,3.95,2015-11-21
CLP,756.85,2015-11-21
COP,3273.54,2015-11-21
CRC,565.9,2015-11-21
DOP,48.25,2015-11-21
EUR,1.0,2015-11-21
MXN,17.62,2015-11-21
PEN,3.58,2015-11-21
PYG,6001.18,2015-11-21
USD,1.06,2015-11-21
UYU,31.45,2015-11-21
VEF,6.73,2015-11-21
ARS,10.3,2015-11-22
BRL,3.95,2015-11-22
CLP,756.94,2015-11-22
COP,3267.27,2015-11-22
CRC,566.14,2015-11-22
DOP,48.27,2015-11-22
EUR,1.0,2015-11-22
MXN,17.6,2015-11-22
PEN,3.58,2015-11-22
PYG,6007.4,2015-11-22
USD,1.06,2015-11-22
UYU,31.47,2015-11-22
VEF,6.73,2015-11-22
ARS,10.27,2015-11-23
BRL,3.96,2015-11-23
CLP,759.68,2015-11-23
COP,3276.11,2015-11-23
CRC,565.26,2015-11-23
DOP,48.15,2015-11-23
EUR,1.0,2015-11-23
MXN,17.6,2015-11-23
PEN,3.59,2015-11-23
PYG,6004.86,2015-11-23
USD,1.06,2015-11-23
UYU,31.39,2015-11-23
VEF,6.72,2015-11-23
ARS,10.29,2015-11-24
BRL,3.94,2015-11-24
CLP,757.41,2015-11-24
COP,3275.74,2015-11-24
CRC,566.17,2015-11-24
DOP,48.22,2015-11-24
EUR,1.0,2015-11-24
MXN,17.61,2015-11-24
PEN,3.59,2015-11-24
PYG,6025.18,2015-11-24
USD,1.06,2015-11-24
UYU,31.45,2015-11-24
VEF,6.73,2015-11-24
ARS,10.24,2015-11-25
BRL,3.97,2015-11-25
CLP,757.9,2015-11-25
COP,3267.09,2015-11-25
CRC,563.9,2015-11-25
DOP,47.95,2015-11-25
EUR,1.0,2015-11-25
MXN,17.53,2015-11-25
PEN,3.58,2015-11-25
PYG,6008.15,2015-11-25
USD,1.06,2015-11-25
UYU,31.36,2015-11-25
VEF,6.71,2015-11-25
ARS,10.26,2015-11-26
BRL,3.97,2015-11-26
CLP,756.42,2015-11-26
COP,3275.48,2015-11-26
CRC,563.76,2015-11-26
DOP,47.96,2015-11-26
EUR,1.0,2015-11-26
MXN,17.57,2015-11-26
PEN,3.58,2015-11-26
PYG,6008.38,2015-11-26
USD,1.06,2015-11-26
UYU,31.38,2015-11-26
VEF,6.7,2015-11-26
ARS,10.26,2015-11-27
BRL,4.05,2015-11-27
CLP,755.11,2015-11-27
COP,3277.1,2015-11-27
CRC,562.81,2015-11-27
DOP,48.06,2015-11-27
EUR,1.0,2015-11-27
MXN,17.59,2015-11-27
PEN,3.57,2015-11-27
PYG,6012.73,2015-11-27
USD,1.06,2015-11-27
UYU,31.34,2015-11-27
VEF,6.69,2015-11-27
ARS,10.26,2015-11-28
BRL,4.06,2015-11-28
CLP,755.14,2015-11-28
COP,3286.9,2015-11-28
CRC,563.04,2015-11-28
DOP,48.06,2015-11-28
EUR,1.0,2015-11-28
MXN,17.6,2015-11-28
PEN,3.57,2015-11-28
PYG,6009.69,2015-11-28
USD,1.06,2015-11-28
UYU,31.37,2015-11-28
VEF,6.7,2015-11-28
ARS,10.25,2015-11-29
BRL,4.07,2015-11-29
CLP,754.95,2015-11-29
COP,3285.11,2015-11-29
CRC,562.64,2015-11-29
DOP,48.02,2015-11-29
EUR,1.0,2015-11-29
MXN,17.6,2015-11-29
PEN,3.57,2015-11-29
PYG,6012.25,2015-11-29
USD,1.06,2015-11-29
UYU,31.35,2015-11-29
VEF,6.69,2015-11-29
ARS,10.22,2015-11-30
BRL,4.08,2015-11-30
CLP,752.43,2015-11-30
COP,3305.76,2015-11-30
CRC,561.63,2015-11-30
DOP,47.92,2015-11-30
EUR,1.0,2015-11-30
MXN,17.53,2015-11-30
PEN,3.56,2015-11-30
PYG,6001.9,2015-11-30
USD,1.06,2015-11-30
UYU,31.3,2015-11-30
VEF,6.68,2015-11-30
ARS,10.3,2015-12-01
BRL,4.09,2015-12-01
CLP,749.54,2015-12-01
COP,3318.27,2015-12-01
CRC,564.27,2015-12-01
DOP,48.11,2015-12-01
EUR,1.0,2015-12-01
MXN,17.57,2015-12-01
PEN,3.58,2015-12-01
PYG,6045.28,2015-12-01
USD,1.06,2015-12-01
UYU,31.47,2015-12-01
VEF,6.72,2015-12-01
ARS,10.28,2015-12-02
BRL,4.08,2015-12-02
CLP,747.08,2015-12-02
COP,3337.32,2015-12-02
CRC,563.62,2015-12-02
DOP,48.1,2015-12-02
EUR,1.0,2015-12-02
MXN,17.58,2015-12-02
PEN,3.58,2015-12-02
PYG,6066.1,2015-12-02
USD,1.06,2015-12-02
UYU,31.43,2015-12-02
VEF,6.71,2015-12-02
ARS,10.6,2015-12-03
BRL,4.13,2015-12-03
CLP,766.94,2015-12-03
COP,3435.65,2015-12-03
CRC,576.78,2015-12-03
DOP,49.21,2015-12-03
EUR,1.0,2015-12-03
MXN,18.22,2015-12-03
PEN,3.65,2015-12-03
PYG,6271.43,2015-12-03
USD,1.09,2015-12-03
UYU,32.14,2015-12-03
VEF,6.91,2015-12-03
ARS,10.57,2015-12-04
BRL,4.1,2015-12-04
CLP,763.53,2015-12-04
COP,3461.56,2015-12-04
CRC,578.38,2015-12-04
DOP,49.28,2015-12-04
EUR,1.0,2015-12-04
MXN,18.11,2015-12-04
PEN,3.66,2015-12-04
PYG,6244.48,2015-12-04
USD,1.09,2015-12-04
UYU,32.22,2015-12-04
VEF,6.88,2015-12-04
ARS,10.57,2015-12-05
BRL,4.08,2015-12-05
CLP,763.17,2015-12-05
COP,3447.83,2015-12-05
CRC,576.19,2015-12-05
DOP,49.09,2015-12-05
EUR,1.0,2015-12-05
MXN,18.13,2015-12-05
PEN,3.65,2015-12-05
PYG,6216.41,2015-12-05
USD,1.09,2015-12-05
UYU,32.08,2015-12-05
VEF,6.88,2015-12-05
ARS,10.55,2015-12-06
BRL,4.08,2015-12-06
CLP,762.86,2015-12-06
COP,3462.93,2015-12-06
CRC,578.76,2015-12-06
DOP,49.31,2015-12-06
EUR,1.0,2015-12-06
MXN,18.12,2015-12-06
PEN,3.66,2015-12-06
PYG,6265.76,2015-12-06
USD,1.09,2015-12-06
UYU,32.22,2015-12-06
VEF,6.87,2015-12-06
ARS,10.52,2015-12-07
BRL,4.08,2015-12-07
CLP,763.87,2015-12-07
COP,3524.77,2015-12-07
CRC,575.67,2015-12-07
DOP,49.1,2015-12-07
EUR,1.0,2015-12-07
MXN,18.24,2015-12-07
PEN,3.65,2015-12-07
PYG,6242.6,2015-12-07
USD,1.08,2015-12-07
UYU,32.09,2015-12-07
VEF,6.85,2015-12-07
ARS,10.58,2015-12-08
BRL,4.14,2015-12-08
CLP,768.71,2015-12-08
COP,3547.2,2015-12-08
CRC,579.06,2015-12-08
DOP,49.38,2015-12-08
EUR,1.0,2015-12-08
MXN,18.49,2015-12-08
PEN,3.67,2015-12-08
PYG,6278.54,2015-12-08
USD,1.09,2015-12-08
UYU,32.27,2015-12-08
VEF,6.88,2015-12-08
ARS,10.71,2015-12-09
BRL,4.15,2015-12-09
CLP,776.43,2015-12-09
COP,3627.1,2015-12-09
CRC,586.13,2015-12-09
DOP,49.88,2015-12-09
EUR,1.0,2015-12-09
MXN,18.79,2015-12-09
PEN,3.71,2015-12-09
PYG,6324.51,2015-12-09
USD,1.1,2015-12-09
UYU,32.62,2015-12-09
VEF,6.96,2015-12-09
ARS,10.66,2015-12-10
BRL,4.16,2015-12-10
CLP,770.73,2015-12-10
COP,3566.24,2015-12-10
CRC,582.27,2015-12-10
DOP,49.71,2015-12-10
EUR,1.0,2015-12-10
MXN,18.77,2015-12-10
PEN,3.69,2015-12-10
PYG,6310.36,2015-12-10
USD,1.09,2015-12-10
UYU,32.42,2015-12-10
VEF,6.92,2015-12-10
ARS,10.72,2015-12-11
BRL,4.23,2015-12-11
CLP,778.46,2015-12-11
COP,3630.59,2015-12-11
CRC,583.94,2015-12-11
DOP,50.01,2015-12-11
EUR,1.0,2015-12-11
MXN,19.06,2015-12-11
PEN,3.71,2015-12-11
PYG,6336.69,2015-12-11
USD,1.1,2015-12-11
UYU,32.62,2015-12-11
VEF,6.95,2015-12-11
ARS,10.72,2015-12-12
BRL,4.25,2015-12-12
CLP,779.26,2015-12-12
COP,3646.37,2015-12-12
CRC,584.65,2015-12-12
DOP,50.05,2015-12-12
EUR,1.0,2015-12-12
MXN,19.1,2015-12-12
PEN,3.71,2015-12-12
PYG,6351.59,2015-12-12
USD,1.1,2015-12-12
UYU,32.66,2015-12-12
VEF,6.95,2015-12-12
ARS,10.69,2015-12-13
BRL,4.25,2015-12-13
CLP,778.93,2015-12-13
COP,3622.23,2015-12-13
CRC,583.67,2015-12-13
DOP,49.89,2015-12-13
EUR,1.0,2015-12-13
MXN,19.08,2015-12-13
PEN,3.7,2015-12-13
PYG,6345.23,2015-12-13
USD,1.1,2015-12-13
UYU,32.61,2015-12-13
VEF,6.94,2015-12-13
ARS,10.74,2015-12-14
BRL,4.26,2015-12-14
CLP,781.93,2015-12-14
COP,3655.51,2015-12-14
CRC,583.43,2015-12-14
DOP,49.95,2015-12-14
EUR,1.0,2015-12-14
MXN,19.07,2015-12-14
PEN,3.7,2015-12-14
PYG,6367.56,2015-12-14
USD,1.1,2015-12-14
UYU,32.66,2015-12-14
VEF,6.93,2015-12-14
ARS,10.69,2015-12-15
BRL,4.26,2015-12-15
CLP,776.98,2015-12-15
COP,3613.58,2015-12-15
CRC,581.93,2015-12-15
DOP,49.72,2015-12-15
EUR,1.0,2015-12-15
MXN,18.76,2015-12-15
PEN,3.69,2015-12-15
PYG,6329.25,2015-12-15
USD,1.09,2015-12-15
UYU,32.58,2015-12-15
VEF,6.91,2015-12-15
ARS,10.7,2015-12-16
BRL,4.24,2015-12-16
CLP,771.58,2015-12-16
COP,3627.99,2015-12-16
CRC,579.95,2015-12-16
DOP,49.78,2015-12-16
EUR,1.0,2015-12-16
MXN,18.57,2015-12-16
PEN,3.68,2015-12-16
PYG,6324.89,2015-12-16
USD,1.09,2015-12-16
UYU,32.51,2015-12-16
VEF,6.89,2015-12-16
ARS,14.42,2015-12-17
BRL,4.21,2015-12-17
CLP,767.01,2015-12-17
COP,3624.26,2015-12-17
CRC,577.36,2015-12-17
DOP,49.43,2015-12-17
EUR,1.0,2015-12-17
MXN,18.47,2015-12-17
PEN,3.66,2015-12-17
PYG,6304.78,2015-12-17
USD,1.08,2015-12-17
UYU,32.32,2015-12-17
VEF,6.85,2015-12-17
ARS,14.31,2015-12-18
BRL,4.31,2015-12-18
CLP,761.23,2015-12-18
COP,3620.52,2015-12-18
CRC,577.77,2015-12-18
DOP,49.52,2015-12-18
EUR,1.0,2015-12-18
MXN,18.59,2015-12-18
PEN,3.67,2015-12-18
